customer_name,base,protein,guac,queso,chips_salsa,chips_queso,chips_guacamole,brownie,cookie,16oz,22oz,order_cost,date
xijlycs,N/A,N/A,0,0,1,0,0,0,0,0,1,4.18,10/12/2022
uzvadsk,Burrito,Vegetables,1,0,0,1,0,0,1,0,1,17.42,10/12/2022
uzvadsk,Bowl,Vegetables,0,1,0,0,0,0,1,0,0,11.28,10/12/2022
uzvadsk,Bowl,Vegetables,0,0,0,0,0,0,1,0,0,9.28,10/12/2022
qbkkpth,Burrito,Steak,0,1,0,0,1,1,0,1,0,18.17,10/12/2022
grhgxxz,Burrito,Beef,1,1,1,0,0,1,0,0,0,16.37,10/12/2022
grhgxxz,Burrito,Vegetables,0,1,0,0,0,0,0,1,1,13.27,10/12/2022
grhgxxz,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/12/2022
grhgxxz,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/12/2022
hbrrfwh,Bowl,Chicken,0,1,0,0,0,0,0,1,1,13.99,10/12/2022
hbrrfwh,N/A,N/A,0,0,0,1,0,0,0,0,1,5.68,10/12/2022
qolgssb,Bowl,Steak,0,0,0,0,0,0,0,1,0,10.54,10/12/2022
qolgssb,Burrito,Beef,0,1,1,0,0,1,0,1,1,18.35,10/12/2022
qolgssb,N/A,N/A,0,0,0,1,0,0,0,1,1,7.67,10/12/2022
qolgssb,N/A,N/A,0,0,1,0,0,0,0,1,0,4.18,10/12/2022
fhgeglu,Burrito,Beef,1,0,0,0,0,0,1,1,0,14.43,10/12/2022
fhgeglu,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/12/2022
fhgeglu,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/12/2022
afevrpz,Bowl,Steak,1,0,0,0,0,1,1,1,1,18.97,10/12/2022
afevrpz,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/12/2022
afevrpz,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/12/2022
afevrpz,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/12/2022
ghkyrww,Burrito,Vegetables,1,1,0,1,0,1,0,1,0,19.22,10/12/2022
ghkyrww,Bowl,Chicken,0,1,0,0,0,1,0,0,1,13.27,10/12/2022
ghkyrww,Bowl,Chicken,0,1,0,0,0,1,0,0,0,11.28,10/12/2022
kmwqjxr,Bowl,Vegetables,0,0,0,0,0,0,1,1,0,11.53,10/12/2022
kmwqjxr,Bowl,Steak,0,0,0,0,0,0,0,0,1,10.28,10/12/2022
kmwqjxr,Burrito,Chicken,0,0,0,0,0,0,0,0,1,9.28,10/12/2022
ofiismr,Burrito,Steak,0,0,0,1,0,1,1,0,0,15.96,10/12/2022
ofiismr,Burrito,Steak,1,0,0,0,0,1,0,1,1,16.26,10/12/2022
ofiismr,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/12/2022
znqjbfe,Burrito,Vegetables,0,0,0,0,0,0,0,0,0,7.29,10/12/2022
znqjbfe,N/A,N/A,0,0,0,1,0,0,0,0,1,5.68,10/12/2022
znqjbfe,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/12/2022
pxaryxj,Burrito,Vegetables,1,1,0,0,0,1,1,0,0,15.27,10/12/2022
nbibtna,Burrito,Chicken,0,1,0,0,0,0,1,0,1,13.73,10/12/2022
nbibtna,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/12/2022
nbibtna,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/12/2022
nbibtna,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/12/2022
xjggjin,Bowl,Chicken,0,0,0,1,0,1,1,1,0,17.21,10/12/2022
xjggjin,Burrito,Vegetables,1,1,0,0,0,0,0,0,1,13.28,10/12/2022
xjggjin,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
xjggjin,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
iyxjeyl,Bowl,Chicken,0,1,0,0,0,0,0,1,0,11.54,10/12/2022
iyxjeyl,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/12/2022
iyxjeyl,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
iyxjeyl,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
kvsukap,Burrito,Steak,1,1,0,0,1,0,0,0,0,15.93,10/12/2022
ppcmctw,Burrito,Vegetables,0,1,1,0,0,0,1,1,1,18.17,10/12/2022
ppcmctw,N/A,N/A,0,0,0,0,0,1,1,1,1,7.96,10/12/2022
ppcmctw,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/12/2022
pimjnrm,Burrito,Chicken,0,1,1,0,0,1,0,1,0,15.72,10/12/2022
pimjnrm,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/12/2022
pimjnrm,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/12/2022
wpscmna,Burrito,Vegetables,0,0,0,1,0,1,0,1,1,17.67,10/12/2022
wpscmna,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/12/2022
wpscmna,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/12/2022
wpscmna,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/12/2022
yvenxhg,Burrito,Beef,0,1,0,0,0,0,0,1,1,14.89,10/12/2022
yvenxhg,N/A,N/A,0,0,0,0,0,0,0,1,1,3.98,10/12/2022
lejqtam,Bowl,Vegetables,1,1,0,0,0,0,1,1,0,15.53,10/12/2022
pgkhflb,Bowl,Beef,1,1,0,0,0,0,0,0,1,14.64,10/12/2022
pgkhflb,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/12/2022
pgkhflb,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/12/2022
pgkhflb,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/12/2022
vjvvlbs,Bowl,Chicken,1,0,0,0,0,0,0,1,0,11.54,10/12/2022
vjvvlbs,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/12/2022
vjvvlbs,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
vjvvlbs,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
tkogiqs,Burrito,Vegetables,1,0,1,0,0,1,0,0,1,15.92,10/12/2022
tkogiqs,Bowl,Steak,0,1,0,0,0,0,0,0,0,10.29,10/12/2022
tkogiqs,Bowl,Chicken,1,1,0,0,0,0,0,0,0,11.29,10/12/2022
qlyatfh,Bowl,Steak,1,0,0,0,0,0,0,0,1,12.74,10/12/2022
qlyatfh,Bowl,Chicken,1,0,0,1,0,0,1,0,0,14.97,10/12/2022
qlyatfh,Bowl,Beef,0,1,0,1,0,0,1,0,0,15.87,10/12/2022
qlyatfh,Bowl,Beef,1,0,0,0,0,0,1,0,0,12.18,10/12/2022
dueclvb,Burrito,Vegetables,1,0,0,0,0,0,1,0,0,11.28,10/12/2022
dueclvb,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/12/2022
dueclvb,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/12/2022
pdciubz,Bowl,Beef,1,1,1,0,0,1,1,0,1,20.81,10/12/2022
pdciubz,Bowl,Beef,1,1,0,0,0,0,0,0,1,14.18,10/12/2022
pdciubz,Bowl,Chicken,0,1,0,0,0,0,0,0,1,11.28,10/12/2022
pdciubz,Burrito,Steak,1,1,0,0,0,0,0,0,0,12.29,10/12/2022
tjtdvsz,Burrito,Beef,1,1,0,0,0,1,0,0,1,16.63,10/12/2022
tjtdvsz,N/A,N/A,0,0,0,0,0,1,0,1,1,5.97,10/12/2022
tjtdvsz,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/12/2022
tjtdvsz,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/12/2022
ezmmqqw,N/A,N/A,0,0,0,0,1,1,0,0,0,5.63,10/12/2022
mgrhjro,Bowl,Vegetables,1,1,0,1,0,1,0,0,1,19.42,10/12/2022
mgrhjro,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
skqwbjd,Bowl,Beef,1,1,0,0,0,1,0,1,1,18.88,10/12/2022
skqwbjd,N/A,N/A,0,0,0,0,0,0,1,1,1,5.97,10/12/2022
skqwbjd,N/A,N/A,0,0,0,0,0,0,1,1,1,5.97,10/12/2022
skqwbjd,N/A,N/A,0,0,0,0,0,0,1,1,1,5.97,10/12/2022
txfvlyw,N/A,N/A,0,0,0,0,0,1,0,1,0,4.24,10/12/2022
txfvlyw,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/12/2022
uzobasr,Burrito,Chicken,0,1,1,0,0,1,0,1,1,18.17,10/12/2022
uzobasr,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/12/2022
vvymkik,Bowl,Beef,0,1,0,1,0,1,1,1,1,22.56,10/12/2022
vvymkik,N/A,N/A,0,0,0,1,0,0,0,1,1,7.67,10/12/2022
vvymkik,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
dozmuxc,Bowl,Vegetables,1,1,0,0,0,1,1,1,1,19.97,10/12/2022
dadwaim,Burrito,Steak,0,1,0,0,0,1,1,1,0,16.52,10/12/2022
dadwaim,N/A,N/A,0,0,0,1,0,0,0,0,1,5.68,10/12/2022
dadwaim,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/12/2022
comdvop,Buritto,Steak,0,0,0,0,0,0,0,0,0,8.29,10/12/2022
comdvop,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/12/2022
qhegwaj,Bowl,Beef,0,1,0,0,1,1,1,0,0,17.81,10/12/2022
qhegwaj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/12/2022
hojyjqt,Burrito,Chicken,0,0,0,0,0,1,0,0,0,9.28,10/12/2022
hojyjqt,N/A,N/A,0,0,1,0,0,1,1,0,1,8.16,10/12/2022
urdfflx,Bowl,Steak,1,0,1,0,0,0,1,1,0,16.72,10/12/2022
urdfflx,Burrito,Beef,0,0,1,0,0,1,1,1,0,16.35,10/12/2022
urdfflx,N/A,N/A,0,0,0,1,0,1,1,0,0,7.67,10/12/2022
urdfflx,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/12/2022
koodvem,Bowl,Vegetables,0,0,0,0,0,0,1,0,0,9.28,10/12/2022
koodvem,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/12/2022
koodvem,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
rpayrjr,Burrito,Steak,1,0,0,0,1,1,0,0,0,15.92,10/12/2022
rpayrjr,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/12/2022
rpayrjr,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/12/2022
rpayrjr,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/12/2022
ssjwqwm,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/12/2022
ssjwqwm,Bowl,Vegetables,0,0,0,0,0,0,0,0,0,7.29,10/12/2022
ssjwqwm,Bowl,Beef,0,0,0,0,0,0,0,0,0,8.19,10/12/2022
ssjwqwm,Burrito,Vegetables,1,0,0,0,0,0,0,0,0,9.29,10/12/2022
gihqdth,Burrito,Vegetables,1,1,0,1,0,0,0,0,1,17.43,10/12/2022
gihqdth,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/12/2022
gihqdth,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
gihqdth,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/12/2022
qhslspg,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/12/2022
qhslspg,Bowl,Beef,0,1,0,0,0,0,0,0,1,12.18,10/12/2022
ycybmfb,Burrito,Steak,0,0,1,0,0,1,0,0,1,14.92,10/12/2022
ycybmfb,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/13/2022
gxfvknt,Bowl,Chicken,1,1,0,0,0,0,1,0,1,15.73,10/13/2022
gxfvknt,Bowl,Vegetables,1,1,0,0,0,0,0,0,1,13.28,10/13/2022
gxfvknt,Burrito,Steak,1,1,0,0,0,0,0,0,1,14.28,10/13/2022
gxfvknt,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/13/2022
vpvwbfw,Bowl,Steak,1,0,0,1,0,0,0,1,1,18.68,10/13/2022
vpvwbfw,Burrito,Vegetables,1,1,0,0,0,0,0,0,0,11.29,10/13/2022
vpvwbfw,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/13/2022
hfsdwok,N/A,N/A,0,0,0,1,0,0,0,1,1,8.39,10/13/2022
hfsdwok,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/13/2022
hfsdwok,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/13/2022
hfsdwok,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/13/2022
gubqsyv,Burrito,Chicken,0,0,0,0,1,0,1,0,1,15.37,10/13/2022
gubqsyv,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/13/2022
vhwnrlz,Bowl,Steak,1,1,0,0,0,0,0,0,1,14.74,10/13/2022
vhwnrlz,Burrito,Chicken,0,1,0,0,0,0,1,1,1,15.26,10/13/2022
vhwnrlz,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/13/2022
vhwnrlz,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/13/2022
edyyxlc,Bowl,Vegetables,0,1,0,1,0,1,1,1,0,19.21,10/13/2022
edyyxlc,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/13/2022
edyyxlc,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/13/2022
hjovmxs,Burrito,Beef,0,1,0,0,0,1,1,0,1,16.62,10/13/2022
hjovmxs,N/A,N/A,0,0,0,1,0,0,0,1,0,5.68,10/13/2022
hjovmxs,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/13/2022
hjovmxs,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/13/2022
jlbovxq,Burrito,Chicken,1,1,0,1,0,0,1,1,1,21.67,10/13/2022
jlbovxq,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/13/2022
fzmveqs,N/A,N/A,0,0,0,0,0,1,0,1,1,6.69,10/13/2022
wbdxkaa,Bowl,Chicken,1,0,0,0,0,0,0,1,1,13.99,10/13/2022
wbdxkaa,Bowl,Vegetables,1,1,1,0,0,0,0,0,1,15.47,10/13/2022
wbdxkaa,Bowl,Beef,0,1,0,1,0,0,0,0,1,15.87,10/13/2022
wbdxkaa,Burrito,Vegetables,1,1,0,1,0,0,0,0,0,14.98,10/13/2022
cnvgfmb,N/A,N/A,0,0,0,0,0,0,1,1,0,4.24,10/13/2022
cnvgfmb,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/13/2022
cnvgfmb,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/13/2022
cnvgfmb,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/13/2022
brttgiu,Burrito,Beef,1,1,0,0,0,0,0,0,0,12.19,10/13/2022
brttgiu,N/A,N/A,0,0,0,1,0,0,1,0,0,5.68,10/13/2022
wwkoqsa,N/A,N/A,0,0,1,0,0,1,1,0,1,8.62,10/13/2022
wwkoqsa,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/13/2022
wwkoqsa,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/13/2022
kgnredg,N/A,N/A,0,0,0,1,0,1,1,1,1,12.37,10/13/2022
kgnredg,Burrito,Vegetables,1,0,0,0,0,0,0,0,0,9.29,10/13/2022
kgnredg,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/13/2022
enfquio,Burrito,Chicken,0,0,0,0,1,0,0,0,0,10.93,10/13/2022
enfquio,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/13/2022
ecmcvhr,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/13/2022
ecmcvhr,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/13/2022
liwyhjg,Bowl,Vegetables,0,0,0,1,0,1,0,1,0,15.22,10/13/2022
liwyhjg,Bowl,Vegetables,1,0,0,0,0,1,0,0,0,11.28,10/13/2022
liwyhjg,Burrito,Steak,1,0,0,0,0,1,0,0,0,12.28,10/13/2022
liwyhjg,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/13/2022
nvkhput,Bowl,Chicken,1,1,0,0,0,1,1,1,0,17.52,10/13/2022
nvkhput,N/A,N/A,0,0,0,1,0,1,1,0,0,7.67,10/13/2022
nvkhput,N/A,N/A,0,0,1,0,0,1,1,0,0,6.17,10/13/2022
nvkhput,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/13/2022
odcrxgy,Burrito,Beef,1,0,1,0,0,1,1,1,1,21.06,10/13/2022
rsqzapk,Burrito,Steak,0,0,0,0,0,1,0,1,1,14.98,10/13/2022
rsqzapk,Bowl,Vegetables,0,1,0,0,0,0,0,1,0,11.28,10/13/2022
rsqzapk,Burrito,Beef,1,1,0,0,0,0,0,0,0,12.19,10/13/2022
rsqzapk,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/13/2022
dkshzvl,N/A,N/A,0,0,0,0,0,0,1,1,0,4.24,10/13/2022
dkshzvl,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/13/2022
dkshzvl,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/13/2022
gkbnzzb,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/13/2022
jgkksxs,Burrito,Chicken,1,0,0,1,0,1,0,1,0,17.22,10/13/2022
jgkksxs,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/13/2022
jgkksxs,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/13/2022
stiayfn,Bowl,Chicken,1,1,0,0,1,0,0,0,1,17.38,10/13/2022
stiayfn,N/A,N/A,0,0,1,0,0,1,1,0,1,8.16,10/13/2022
stiayfn,N/A,N/A,0,0,0,1,0,1,1,0,0,7.67,10/13/2022
stiayfn,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/14/2022
ejxnqwg,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/14/2022
ejxnqwg,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
ejxnqwg,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
lwdpxoi,Bowl,Chicken,1,0,0,1,0,1,1,1,0,19.21,10/14/2022
lwdpxoi,Burrito,Vegetables,1,0,1,0,0,0,0,0,1,13.47,10/14/2022
lwdpxoi,N/A,N/A,0,0,0,1,0,0,0,0,1,5.68,10/14/2022
cyxazxw,Bowl,Vegetables,0,1,0,0,0,0,1,0,0,11.28,10/14/2022
cyxazxw,Bowl,Vegetables,1,0,0,0,0,0,0,0,0,9.29,10/14/2022
cyxazxw,Burrito,Steak,1,1,0,0,0,0,0,0,0,12.29,10/14/2022
qblysqy,N/A,N/A,0,0,0,0,1,1,0,1,0,7.88,10/14/2022
qblysqy,Burrito,Beef,0,0,0,0,0,1,0,0,1,12.17,10/14/2022
qblysqy,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/14/2022
qblysqy,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/14/2022
ovdwbgs,Bowl,Vegetables,0,1,0,0,0,0,1,1,0,13.53,10/14/2022
ovdwbgs,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/14/2022
lbgbkcd,N/A,N/A,0,0,0,0,1,1,1,1,0,9.87,10/14/2022
lbgbkcd,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/14/2022
lbgbkcd,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/14/2022
lbgbkcd,N/A,N/A,0,0,0,0,0,0,1,0,1,3.98,10/14/2022
ybfcoul,Burrito,Steak,1,0,0,0,0,1,0,0,0,12.28,10/14/2022
ybfcoul,Burrito,Steak,1,1,0,0,0,1,0,0,0,14.28,10/14/2022
ybfcoul,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
ybfcoul,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
dnfzxbs,N/A,N/A,0,0,0,1,0,0,0,1,0,5.94,10/14/2022
prmflln,Burrito,Chicken,1,0,0,0,0,1,0,1,0,13.53,10/14/2022
prmflln,Burrito,Vegetables,1,0,0,0,0,0,1,0,1,13.27,10/14/2022
prmflln,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/14/2022
prmflln,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/14/2022
eqqgjnv,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
eqqgjnv,Bowl,Vegetables,0,0,0,0,0,1,0,1,0,11.27,10/14/2022
eqqgjnv,Bowl,Steak,1,0,0,0,0,1,0,1,0,14.27,10/14/2022
eqqgjnv,Burrito,Chicken,0,1,0,0,0,1,0,1,0,13.27,10/14/2022
ruhwowr,Burrito,Chicken,1,0,0,0,1,1,0,1,1,19.62,10/14/2022
ruhwowr,Bowl,Beef,0,1,0,0,0,0,0,0,0,10.19,10/14/2022
ruhwowr,Bowl,Steak,0,1,0,0,0,0,0,0,0,10.29,10/14/2022
ruhwowr,Burrito,Steak,0,0,0,0,0,0,0,0,0,8.29,10/14/2022
nfklnqy,Bowl,Beef,1,1,0,0,0,1,1,1,0,18.42,10/14/2022
nfklnqy,N/A,N/A,0,0,1,0,0,1,0,1,0,6.17,10/14/2022
nfklnqy,N/A,N/A,0,0,0,1,0,1,0,0,0,5.68,10/14/2022
nfklnqy,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
syhmpxk,Burrito,Beef,0,1,0,0,0,0,1,1,1,16.88,10/14/2022
syhmpxk,Burrito,Steak,0,1,1,0,0,0,1,0,0,14.47,10/14/2022
syhmpxk,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/14/2022
syhmpxk,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/14/2022
beunmyu,Bowl,Vegetables,0,1,0,0,0,1,1,1,0,15.52,10/14/2022
beunmyu,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/14/2022
beunmyu,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/14/2022
beunmyu,N/A,N/A,0,0,0,0,0,1,0,1,0,3.98,10/14/2022
uybcggd,Bowl,Vegetables,1,0,0,0,0,0,0,0,1,11.74,10/14/2022
uybcggd,Bowl,Vegetables,1,1,0,0,0,0,0,1,0,13.28,10/14/2022
uybcggd,Bowl,Steak,1,0,0,0,0,0,0,1,0,12.28,10/14/2022
ijjlqcu,N/A,N/A,0,0,1,0,0,0,1,1,0,6.43,10/14/2022
ijjlqcu,N/A,N/A,0,0,0,0,0,0,0,1,1,3.98,10/14/2022
ijjlqcu,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/14/2022
ijjlqcu,N/A,N/A,0,0,0,0,0,0,0,1,0,1.99,10/14/2022
iqbubld,N/A,N/A,0,0,0,0,0,0,1,1,0,4.24,10/14/2022
iqbubld,N/A,N/A,0,0,0,0,0,1,1,1,0,5.97,10/14/2022
iqbubld,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/14/2022
iqbubld,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/14/2022
eirmxzy,Burrito,Steak,1,0,0,1,0,1,1,1,1,22.66,10/14/2022
eirmxzy,N/A,N/A,0,0,0,0,0,1,1,0,0,3.98,10/14/2022
eirmxzy,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
eirmxzy,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
cnnpcyi,N/A,N/A,0,0,1,0,0,0,1,1,1,8.88,10/14/2022
cnnpcyi,N/A,N/A,0,0,0,1,0,1,1,1,0,9.66,10/14/2022
cnnpcyi,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/14/2022
cnnpcyi,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/14/2022
nmdhbyv,N/A,N/A,0,0,0,0,1,0,0,0,1,6.09,10/14/2022
nmdhbyv,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/14/2022
nmdhbyv,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/14/2022
givyjrf,Burrito,Vegetables,1,0,0,0,0,1,1,0,1,15.72,10/14/2022
givyjrf,Burrito,Beef,0,1,1,0,0,0,0,0,0,12.38,10/14/2022
givyjrf,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/14/2022
tgpzcgj,Burrito,Vegetables,1,0,0,1,0,0,0,0,1,15.43,10/14/2022
tgpzcgj,Burrito,Vegetables,1,1,0,0,0,1,0,0,0,13.28,10/14/2022
tgpzcgj,N/A,N/A,0,0,0,0,0,1,0,0,0,1.99,10/14/2022
tgpzcgj,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/14/2022
avxkcbx,Bowl,Beef,0,1,0,0,0,1,1,0,0,14.17,10/14/2022
avxkcbx,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/14/2022
fpbgnfs,Bowl,Beef,1,0,0,0,0,1,1,0,0,14.17,10/14/2022
fpbgnfs,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/14/2022
fpbgnfs,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/14/2022
fpbgnfs,N/A,N/A,0,0,0,0,0,1,0,0,1,3.98,10/14/2022
nqyrisv,Burrito,Vegetables,1,0,1,0,0,0,0,1,1,16.18,10/14/2022
nqyrisv,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/14/2022
nqyrisv,N/A,N/A,0,0,0,0,0,0,1,1,0,3.98,10/14/2022
nqyrisv,N/A,N/A,0,0,0,0,0,0,1,0,0,1.99,10/14/2022
kbovzuq,N/A,N/A,0,0,0,0,1,1,1,1,0,9.87,10/14/2022
kbovzuq,Burrito,Chicken,0,1,1,0,0,0,0,0,0,11.48,10/14/2022
kbovzuq,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/14/2022
gsjdodn,Bowl,Vegetables,0,1,0,0,0,0,0,0,1,11.74,10/14/2022
avvedap,Bowl,Chicken,0,1,0,1,0,1,0,0,0,14.97,10/14/2022
avvedap,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/14/2022
avvedap,N/A,N/A,0,0,0,0,0,0,0,0,1,1.99,10/14/2022
lcupdtv,Bowl,Beef,1,0,0,0,0,1,0,0,1,14.63,10/14/2022
lcupdtv,Burrito,Steak,0,1,0,0,0,0,0,0,0,10.29,10/14/2022
lcupdtv,N/A,N/A,0,0,0,0,0,0,0,0,0,0,10/14/2022
boinpxc,Burrito,Vegetables,1,0,0,0,0,0,0,0,1,11.74,10/14/2022
boinpxc,Bowl,Vegetables,1,0,1,0,0,0,0,0,0,11.48,10/14/2022
boinpxc,Bowl,Steak,0,0,1,0,0,0,0,0,0,10.48,10/14/2022
biqfpsa,Bowl,Vegetables,1,0,1,0,0,1,0,0,0,13.47,10/14/2022
fvvkpru,Burrito,Vegetables,0,1,1,0,0,0,1,0,1,15.92,10/14/2022
fvvkpru,N/A,N/A,0,0,1,0,0,0,0,0,0,2.19,10/14/2022
fvvkpru,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/14/2022
fvvkpru,N/A,N/A,0,0,0,1,0,0,0,0,0,3.69,10/14/2022
kzmnpki,Burrito,Steak,0,0,0,0,0,0,0,1,1,12.99,10/14/2022
kzmnpki,N/A,N/A,0,0,1,0,0,0,0,0,1,4.18,10/14/2022
